DateTime,City,Country,Latitude,Longitude,Temperature,Feels Like,Humidity,Pressure,Wind Speed,Wind Direction,Rainfall,Weather,Description
16-08-2026 18:13:53,Nagpur,India,21.14631,79.08491,28.7,33.3,74,968.2,7.7,286,0.0,Drizzle,Light drizzle
